,제목,별점,사람,기타정보,상영시간
6238,안녕 테레스카,3.5,1,['2001 ・ 폴란드'],1시간 31분
6243,하트의 전쟁,3.2,"4,299",['2002 ・ 드라마 ・ 미국'],2시간 5분
6251,워터 드랍스 온 버닝 락,3.1,"2,024",['2000 ・ 드라마 ・ 프랑스'],1시간 30분
6253,,0,0,[],
6259,,0,0,[],
6260,틴에이지 케이브맨,2.3,6,['2001 ・ 미국'],1시간 35분
6262,도둑맞곤 못살아,1.9,"1,837",['2002 ・ 코미디 ・ 한국'],1시간 46분
6264,천장지구 2,3.2,"1,308",['1992 ・ 가족 ・ 홍콩'],
6265,주성치의 벽력선봉,3.0,527,['1988 ・ 범죄 ・ 홍콩'],
6266,천녀기협,2.4,6,['1990 ・ 공포 ・ 홍콩'],
6271,김진아의 비디오 일기,2.8,4,['2002 ・ 다큐멘터리 ・ 미국 ・ 한국'],2시간 37분
6273,내츄럴 시티,2.2,"1,951",['2003 ・ 드라마 ・ 한국'],1시간 54분
6287,4발가락,2.0,"1,727",['2002 ・ 액션 ・ 한국'],1시간 44분
6292,,0,0,[],
6294,미워도 다시 한번 2002,2.1,66,['2002 ・ 한국'],1시간 42분
6297,로드킬,2.3,516,['2018 ・ 공포 ・ 한국'],
6298,,0,0,[],
6303,돌입하라! 아사마산장사건,2.8,36,['2002 ・ 범죄 ・ 일본'],2시간 10분
6308,,0,0,[],
6311,보스 상륙 작전,1.6,"2,139",['2002 ・ 코미디 ・ 한국'],1시간 48분
6312,알렉스와 엠마,2.7,141,['2003 ・ 코미디 ・ 미국'],1시간 36분
6314,이치 더 킬러,3.0,"7,199",['2001 ・ 액션 ・ 일본 ・ 홍콩 ・ 한국'],2시간 8분
6315,극도삼국지 후도 3,0,0,['1998 ・ 일본'],
6316,,0,0,[],
6317,리베르떼 올레옹,0,0,['2001 ・ 프랑스'],1시간 47분
6319,죽어도 좋아!,3.0,473,['2002 ・ 드라마 ・ 한국'],1시간 7분
6328,으랏차차!,0,0,['2001 ・ 한국'],14분
6332,구피 무비 - 오리지널,3.5,531,['1995 ・ 애니메이션 ・ 미국'],1시간 18분
6333,브루저,2.7,47,['2000 ・ 스릴러 ・ 캐나다 ・ 프랑스 ・ 미국'],1시간 38분
6339,파워퍼프걸 스페셜,3.5,"1,923",['2002 ・ 판타지 ・ 미국'],1시간 20분
6342,스쿠비 두,2.8,"5,058",['2002 ・ 미스터리 ・ 미국 ・ 호주'],
6351,,0,0,[],
6354,꿀맛,3.7,28,['1961 ・ 드라마 ・ 영국'],1시간 40분
6355,암살자,3.5,2,['1972 ・ 이탈리아 ・ 프랑스'],1시간 41분
6358,섹스 앤 더 시티,3.4,13만,['2008 ・ 코미디 ・ 미국'],
6359,투 윅스 노티스,3.0,2만,['2002 ・ 로맨틱코미디 ・ 미국 ・ 호주'],
6360,찰리 챈 앳 더 서커스,0,0,['1936 ・ 스릴러 ・ 미국'],1시간 12분
6364,라스트 워드,3.2,48,['2007 ・ 로맨스 ・ 미국'],1시간 30분
6365,워터보이즈,3.4,9만,['2001 ・ 스포츠 ・ 일본'],1시간 31분
6367,,0,0,[],
6368,,0,0,[],
6371,,0,0,[],
6374,,0,0,[],
6375,임포턴스 오브 비잉 어니스트,3.4,619,['2002 ・ 드라마 ・ 영국 ・ 미국'],1시간 37분
6376,와와의 학교 가는 날,2.5,697,['2015 ・ 드라마 ・ 중국'],1시간 26분
6379,꿈의 구장,3.4,"6,723",['1989 ・ 스포츠 ・ 미국'],
6382,사랑을 위하여,3.4,"2,360",['1999 ・ 스포츠 ・ 미국'],2시간 17분
6388,발자크와 바느질하는 중국 소녀,3.6,77,['2002 ・ 로맨스 ・ 프랑스 ・ 중국'],1시간 56분
6390,,0,0,[],
6395,볼링 포 콜럼바인,3.7,1만,['2002 ・ 다큐멘터리 ・ 미국 ・ 캐나다 ・ 독일'],
6397,A Piece of Sky,0,0,['2002'],
6405,허쉬!,3.5,120,['2001 ・ 드라마 ・ 일본'],2시간 15분
6408,마농의 샘 - 1부,3.6,"4,450",['1986 ・ 드라마 ・ 프랑스 ・ 스위스 ・ 이탈리아'],
6412,달콤한 열여섯,3.8,376,['2002 ・ 범죄 ・ 영국 ・ 독일 ・ 스페인'],1시간 46분
6413,거울 속으로,2.7,4만,['2003 ・ 공포 ・ 한국'],
6417,배드 컴퍼니,2.8,"1,164",['2002 ・ 액션 ・ 미국'],1시간 55분
6420,올드 플레이스,3.8,20,['2000 ・ 다큐멘터리 ・ 프랑스 ・ 미국'],49분
6426,,0,0,[],
6427,,0,0,[],
6428,,0,0,[],
6429,쿠데타,0,0,['2001 ・ 포르투갈'],57분
6431,Un marido de ida y vuelta,0,0,['1957 ・ 코미디 ・ 스페인'],1시간 34분
6432,,0,0,[],
6434,다크 콜로니,2.7,28,['2001 ・ 스릴러 ・ 미국'],1시간 30분
6435,펀치 드렁크 러브,3.7,5만,['2002 ・ 코미디 ・ 미국'],
6440,디오스,2.8,106,['2001 ・ 판타지 ・ 스페인 ・ 이탈리아 ・ 프랑스 ・ 멕시코'],1시간 48분
6441,춘향뎐,2.8,2만,['1999 ・ 로맨스 ・ 한국'],2시간 14분
6448,자호접,2.7,37,['2003 ・ 시대극 ・ 중국 ・ 프랑스'],2시간 8분
6451,THX-1138,3.5,"1,199",['1971 ・ 드라마 ・ 미국'],1시간 26분
6453,비트 보이스,2.0,11,['2000 ・ 미국'],1시간 26분
6460,,0,0,[],
6465,더 레전드 오브 바가트 싱,4.0,3,['2002 ・ 드라마 ・ 인도'],2시간 35분
6466,,0,0,[],
6476,두 개의 방,0,0,['1996 ・ 애니메이션 ・ 한국'],
6478,우산,0,0,['2011 ・ 드라마 ・ 한국'],12분
6479,오션,0,0,['2002 ・ 캐나다'],50분
6480,Lebenszeichen,0,0,['1968'],1시간 30분
6481,난쟁이도 작게 시작했다,3.6,97,['1971 ・ 공포 ・ 독일 ・ 독일(구 서독)'],1시간 36분
6482,파타 모르가나,3.2,29,['1971 ・ 다큐멘터리 ・ 독일 ・ 독일(구 서독)'],1시간 19분
6486,피츠카랄도,3.8,701,['1982 ・ 드라마 ・ 독일 ・ 페루 ・ 독일(구 서독)'],
6487,어둠의 교훈,3.8,40,['1992 ・ 다큐멘터리 ・ 독일 ・ 프랑스 ・ 영국'],50분
6488,나의 친애하는 적 - 클라우스 킨스키,3.7,147,['1999 ・ 다큐멘터리 ・ 독일 ・ 영국 ・ 미국 ・ 핀란드'],1시간 35분
6492,8번가의 기적,3.6,1만,['1987 ・ 판타지 ・ 미국'],1시간 46분
6495,검은 물 밑에서,2.5,2만,['2001 ・ 공포 ・ 일본'],
6496,,0,0,[],
6501,흡혈 식물 대소동,3.1,92,['1960 ・ 코미디 ・ 미국'],1시간 10분
6503,,0,0,[],
6505,,0,0,[],
6513,시간의 바퀴,3.0,3,['2001 ・ 애니메이션 ・ 독일'],9분
6517,,0,0,[],
6521,저수지에서 건진 치타,2.7,"1,316",['2007 ・ 드라마 ・ 한국'],1시간 28분
6524,헤이 아놀드 - 극장판,3.1,23,['2002 ・ 애니메이션 ・ 미국'],
6530,굿 테이스트,3.5,1,['1988 ・ 다큐멘터리 ・ 뉴질랜드'],24분
6531,천상의 피조물,3.5,"3,604",['1994 ・ 판타지 ・ 영국 ・ 뉴질랜드'],1시간 39분
6533,미트 더 피블스,3.6,241,['1989 ・ 애니메이션 ・ 뉴질랜드'],1시간 33분
6535,포가튼 실버,3.7,77,['1996 ・ 코미디 ・ 뉴질랜드'],53분
6538,아지테이터,3.2,18,['2001 ・ 일본'],2시간 30분
6539,데드 오어 얼라이브 - 범죄자,3.4,70,['1999 ・ 범죄 ・ 일본'],1시간 45분
6540,레이니 독,3.2,28,['1997 ・ 일본'],1시간 34분
6541,,0,0,[],
6543,,0,0,[],
6545,스토커,3.1,"4,670",['2002 ・ 드라마 ・ 미국'],1시간 38분
6555,에덴,4.5,1,['2002 ・ 애니메이션 ・ 폴란드'],1시간 18분
6559,버수스,3.0,460,['2000 ・ 판타지 ・ 일본 ・ 미국'],1시간 42분
6560,,0,0,[],
6563,연인,3.5,7만,['1992 ・ 드라마 ・ 프랑스 ・ 영국 ・ 베트남'],
6564,언 옵티컬 일루젼 - 인터벌,0,0,['2020 ・ 코미디 ・ 스페인'],1시간 20분
6565,"헤어조크, 구두를 먹다",3.4,120,['1980 ・ 다큐멘터리 ・ 미국'],22분
6572,메르토넨시스,2.5,1,['2000 ・ 프랑스'],5분
6573,샹골과 망골,1.5,1,['2000 ・ 이란'],17분
6579,표본실 사건,2.8,2,['2001 ・ 독일'],20분
6588,,0,0,[],
6591,,0,0,[],
6592,야수 인간,3.7,160,['1938 ・ 드라마 ・ 프랑스'],1시간 49분
6595,007 살인번호,3.4,"8,366",['1962 ・ 스릴러 ・ 영국'],
6597,,0,0,[],
6603,지게차 운전수 클라우스,3.5,92,['2000 ・ 액션 ・ 독일'],9분
6607,너의 결혼식,3.6,25만,['2017 ・ 로맨스 ・ 한국'],
6609,눈물,2.6,"2,877",['2000 ・ 드라마 ・ 한국'],1시간 45분
6614,투 해피 투 다이,2.7,3,['2001 ・ 코미디 ・ 한국'],14분
6618,할로윈 8 - 부활,2.0,117,['2002 ・ 공포 ・ 미국'],1시간 34분
6619,크로커다일 헌터,3.0,9,['2002 ・ 미국 ・ 호주'],1시간 29분
6620,국화차,0,0,['2000 ・ 중국'],1시간 34분
6622,레슨,2.8,2,['2000 ・ 한국'],18분
6625,휴가,2.8,2,['2002 ・ 전쟁 ・ 한국'],27분
6626,,0,0,[],
6627,,0,0,[],
6628,마타 하리,2.9,83,['1932 ・ 로맨스 ・ 미국'],1시간 31분
6629,나나,3.5,44,['1926 ・ 프랑스'],2시간 30분
6631,보바리 부인,3.7,35,['1933 ・ 드라마 ・ 프랑스'],1시간 41분
6635,남쪽 사람,3.7,36,['1945 ・ 드라마 ・ 미국'],1시간 32분
6636,황금마차,3.8,104,['1952 ・ 드라마 ・ 이탈리아 ・ 프랑스'],
6637,프렌치 캉캉,3.8,225,['1954 ・ 로맨틱코미디 ・ 이탈리아 ・ 프랑스'],1시간 42분
6639,익사에서 구조된 부뒤,4.1,173,['1932 ・ 코미디 ・ 프랑스'],1시간 25분
6640,,0,0,[],
6644,서유기 2 - 선리기연,4.1,9만,['1994 ・ 코미디 ・ 홍콩'],
6645,서유기 2 - 선리기연,4.1,9만,['1994 ・ 코미디 ・ 홍콩'],
6646,화장실 어디에요?,1.6,121,['2002 ・ 드라마 ・ 한국 ・ 일본 ・ 홍콩'],
6650,"어느 일요일, 프랑스",3.0,3,['1998 ・ 드라마 ・ 프랑스'],7분
6652,코르작,3.5,21,['1990 ・ 드라마 ・ 폴란드 ・ 독일 ・ 영국'],1시간 55분
6653,포제션,3.5,"1,819",['1981 ・ 스릴러 ・ 독일 ・ 프랑스 ・ 독일(구 서독)'],
6654,대부 2,4.2,13만,['1974 ・ 드라마 ・ 미국'],
6655,대부 3,4.0,8만,['1990 ・ 범죄 ・ 미국'],
6658,スパイ・ゾルゲ,4.0,1,['2003'],3시간 2분
6660,한밤의 쇼핑,3.6,35,['2001 ・ 코미디 ・ 독일 ・ 영국'],1시간 31분
6663,마이 웨이,1.8,4,['2001 ・ 로맨스 ・ 영국'],1시간 37분
6666,지금 보면 안돼,3.7,"1,116",['1973 ・ 공포 ・ 이탈리아 ・ 영국'],1시간 50분
6669,모두가 왕의 부하들,2.6,"1,122",['1949 ・ 범죄 ・ 미국'],1시간 49분
6670,딕,3.0,102,['1999 ・ 코미디 ・ 미국'],1시간 34분
6675,마스터 오브 디즈가이즈,1.2,43,['2002 ・ 코미디 ・ 미국'],1시간 7분
6679,투 킬 어 킹,2.5,13,['2003 ・ 드라마 ・ 영국'],1시간 42분
6680,우울한 청춘,3.6,"4,795",['2001 ・ 드라마 ・ 일본'],1시간 23분
6684,웨이킹 더 데드,3.2,90,['1999 ・ 드라마 ・ 미국'],1시간 44분
6685,색즉시공,2.8,25만,['2002 ・ 코미디 ・ 한국'],
6692,Serial Experiments Lain,4.5,17,['1998 ・ 스릴러'],
6693,트리플 엑스,3.4,9만,['2002 ・ 액션 ・ 미국'],
6699,톡식 어벤저,3.4,482,['1985 ・ 공포 ・ 미국'],1시간 27분
6701,해바라기,3.1,24,['2000 ・ 드라마 ・ 일본'],2시간 1분
6702,노스,2.2,55,['1994 ・ 드라마 ・ 미국'],1시간 27분
6704,뉴욕 야사,2.0,21,['1980 ・ 드라마 ・ 미국'],1시간 46분
6706,성난 얼굴로 돌아보라,3.1,38,['1958 ・ 드라마 ・ 영국'],1시간 55분
6708,유리,2.6,116,['1996 ・ 드라마 ・ 한국'],1시간 54분
6709,바람,0,0,['2002 ・ 한국'],13분
6710,"괜찮아, 괜찮아",2.3,2,['2002 ・ 드라마 ・ 한국'],18분
6712,하얀 면사포,3.1,199,['1989 ・ 로맨스 ・ 프랑스'],1시간 30분
6715,콜걸,3.2,275,['1971 ・ 범죄 ・ 미국'],1시간 54분
6717,허공에의 질주,4.1,1만,['1988 ・ 범죄 ・ 미국'],
6723,씨비스킷,3.4,"2,311",['2003 ・ 스포츠 ・ 미국'],2시간 14분
6724,제이콥의 거짓말,3.6,"4,528",['1999 ・ 코미디 ・ 프랑스 ・ 미국 ・ 헝가리'],
6725,알라딘,3.9,34만,['1992 ・ 애니메이션 ・ 미국'],
6728,토미에 - 리버스,2.1,161,['2001 ・ 공포 ・ 일본'],1시간 41분
6734,4중주,3.2,9,['1981 ・ 드라마 ・ 영국 ・ 프랑스'],1시간 41분
6739,러브 네스트,3.3,3,['1951 ・ 로맨틱코미디 ・ 미국'],1시간 24분
6742,왕자와 무희,3.2,419,['1957 ・ 로맨틱코미디 ・ 영국 ・ 미국'],
6746,보스작전,3.1,14,['2003 ・ 일본 ・ 한국'],1시간 44분
6747,,0,0,[],
6750,크리프트 스토리 2,3.0,4,['1989 ・ 공포 ・ 미국'],
6752,첫사랑,3.3,203,['1997 ・ 드라마 ・ 홍콩'],
6753,제이 앤 사일런트 밥,3.0,669,['2001 ・ 코미디 ・ 미국'],1시간 44분
6754,사랑은 타이밍!,3.1,"1,299",['2005 ・ 로맨틱코미디 ・ 프랑스'],2시간 7분
6755,블루 크러쉬,2.9,379,['2002 ・ 스포츠 ・ 미국'],1시간 44분
6761,슈퍼 트루퍼스,2.9,61,['2001 ・ 범죄 ・ 미국'],1시간 40분
6764,피크닉,3.7,"6,628",['1994 ・ 드라마 ・ 일본'],1시간 8분
6766,코브라 베르데,3.2,22,['1987 ・ 드라마 ・ 독일 ・ 독일(구 서독) ・ 가나'],1시간 51분
6768,,0,0,[],
6769,플래시댄스,3.5,"7,517",['1983 ・ 로맨스 ・ 미국'],
6770,,0,0,[],
6781,키드,3.9,"9,441",['1921 ・ 드라마 ・ 미국'],54분
6783,켈리 갱 이야기,3.3,13,['1906 ・ 호주'],1시간 10분
6784,샬롯트 그레이,3.2,142,['2001 ・ 전쟁 ・ 영국 ・ 호주 ・ 독일'],2시간 00분
6787,신의 이름으로,3.4,409,['2014 ・ 드라마 ・ 프랑스'],
6789,,0,0,[],
6790,,0,0,[],
6791,69 식스티 나인,3.3,"9,829",['2004 ・ 드라마 ・ 일본'],1시간 53분
6792,너의 이름은.,4.0,101만,['2016 ・ 드라마 ・ 일본'],
6793,더 퍼스트 모션 오브 더 임모바블,0,0,['2018 ・ 다큐멘터리 ・ 프랑스 ・ 이탈리아'],1시간 21분
6794,쿠데타,0,0,['2001 ・ 포르투갈'],57분
6795,원 앤 원 일레븐: 바이 후크 오알 바이 크룩,2.0,1,['2003 ・ 액션 ・ 인도'],3시간 25분
6796,파코 픽션,3.7,9,['2002 ・ 코미디 ・ 일본'],1시간 5분
6799,,0,0,[],
6801,,0,0,[],
6802,,0,0,[],
6803,Tom,0,0,['2015 ・ 다큐멘터리'],
6804,Migrating Forms,0,0,['2000 ・ 드라마'],
6808,,0,0,[],
6809,스모커스,2.0,2,['2000 ・ 드라마 ・ 미국'],1시간 36분
6810,무코우부치1,0,0,['2007 ・ 드라마 ・ 일본'],1시간 27분
6811,스트리트 워,2.2,15,['2011 ・ 액션 ・ 미국'],1시간 30분
6812,,0,0,[],
6813,당신 생애 최고의 순간,2.0,98,['2010 ・ 로맨틱코미디 ・ 미국'],1시간 32분
6814,Mr. and Mrs. Swordplay,0,0,['1930 ・ 코미디'],
6815,극장판 코드기어스 망국의 아키토 제1장 - 익룡이 내려오다,3.0,154,['2012 ・ 전쟁 ・ 일본'],51분
6816,츠루하치 츠루지로,3.8,66,['1938 ・ 드라마 ・ 일본'],1시간 29분
6820,밥,3.6,306,['1951 ・ 드라마 ・ 일본'],1시간 37분
6821,엄마,3.7,102,['1952 ・ 드라마 ・ 일본'],1시간 37분
6825,부운,3.9,958,['1955 ・ 로맨스 ・ 일본'],2시간 3분
6826,흐르다,3.9,267,['1956 ・ 드라마 ・ 일본'],1시간 57분
6827,페어웰 투 드림,3.5,1,['1956 ・ 드라마 ・ 일본'],1시간 17분
6828,레일웨이즈 : 사랑을 전할 수 없는 어른들에게,1.8,6,['2011 ・ 드라마 ・ 일본'],2시간 3분
6829,방랑기,4.0,239,['1962 ・ 드라마 ・ 일본'],2시간 4분
6831,고양이를 빌려드립니다,3.4,3만,['2012 ・ 드라마 ・ 일본'],
6835,볼레로,2.3,70,['1984 ・ 드라마 ・ 미국'],1시간 45분
6846,발리우드 헐리우드,3.0,42,['2002 ・ 로맨틱코미디 ・ 캐나다'],1시간 42분
6848,시몬,3.1,2만,['2002 ・ 드라마 ・ 미국'],1시간 57분
6855,YMCA 야구단,2.9,5만,['2002 ・ 코미디 ・ 한국'],
6869,잃어버린 세계,3.3,19,['2001 ・ 판타지 ・ 독일 ・ 영국 ・ 미국'],2시간 30분
6873,펠리니의 청춘군상,3.5,69,['1950 ・ 드라마 ・ 이탈리아'],1시간 33분
6877,아바론,2.7,"2,857",['2001 ・ 판타지 ・ 일본'],1시간 46분
6883,진짜 진짜 미안해,2.8,88,['1976 ・ 드라마 ・ 한국'],
6892,파랑새,4.0,1,['2004 ・ 드라마 ・ 네덜란드'],1시간 17분
6895,닫힌 교문을 열며,3.3,31,['1991 ・ 한국'],1시간 33분
6898,혁명,3.2,70,['1985 ・ 전쟁 ・ 영국 ・ 미국 ・ 노르웨이'],2시간 6분
6902,목격자,3.0,296,['2002 ・ 범죄 ・ 미국 ・ 독일'],
6915,,0,0,[],
6919,구루,2.7,135,['2002 ・ 로맨틱코미디 ・ 프랑스 ・ 영국 ・ 미국'],1시간 34분
6922,이삭줍는 사람들과 나,4.1,"1,989",['2000 ・ 다큐멘터리 ・ 프랑스'],
6924,늑대여인의 음모,3.2,192,['1981 ・ 공포 ・ 미국'],
6926,별,2.3,"1,182",['2003 ・ 로맨스 ・ 한국'],1시간 46분
6927,"1, 2, 3 태양",2.6,11,['1993 ・ 프랑스'],1시간 34분
6928,,0,0,[],
6931,포 더 피스 오브 올 맨카인드,2.6,241,['1999 ・ 스릴러 ・ 한국'],6분
6932,굿 로맨스,3.1,39,['2001 ・ 로맨스 ・ 한국'],27분
6934,그리즐리,2.5,12,['1976 ・ 공포 ・ 미국'],1시간 25분
6935,해양 괴물,3.2,90,['1954 ・ 판타지 ・ 미국'],1시간 25분
6939,종말의 시대,2.8,5,['2016'],
6940,꼬마 쥐의 모험 - 거대 쥐의 습격,3.0,1,['2011 ・ 애니메이션 ・ 헝가리'],8분
6941,더 블랙 스콜피온,2.9,5,['1957 ・ 공포 ・ 미국'],1시간 28분
6942,아웃 스페이스,3.2,18,['1953 ・ 공포 ・ 미국'],1시간 21분
6945,거미,2.8,4,['1958 ・ 미국'],1시간 13분
6949,지구에서 2천만 마일,3.1,51,['1957 ・ 액션 ・ 미국'],1시간 22분
6951,드림캐쳐,2.9,"6,749",['2003 ・ 공포 ・ 캐나다 ・ 미국'],
6952,식인어 피라나,2.8,723,['1978 ・ 코미디 ・ 미국 ・ 일본'],
6953,잃어버린 면사포,2.8,6,['1970 ・ 한국'],1시간 26분
6985,인비저블,2.8,21,['2001 ・ 드라마 ・ 미국'],1시간 33분
6993,4월,3.6,84,['1997 ・ 코미디 ・ 이탈리아 ・ 프랑스'],1시간 18분
6997,마르코: 엄마 찾아 삼만리 극장판,3.0,804,['1999 ・ 애니메이션 ・ 일본'],
6998,생쥐 구조대,3.5,"1,012",['1977 ・ 애니메이션 ・ 미국'],1시간 18분
6999,환상 특급 - 죽음의 환타지,2.4,7,['2001 ・ 미국'],2시간 00분
7001,모터싸이클 다이어리,3.7,3만,['2004 ・ 드라마 ・ 아르헨티나 ・ 미국 ・ 칠레 ・ 페루 ・ 브라질 ・ 영국 ・ 독일 ・ 프랑스'],
7002,드리밍 오브 줄리아,1.8,5,['2003 ・ 드라마 ・ 독일 ・ 미국 ・ 도미니카 공화국'],1시간 49분
7003,고독이 몸부림칠 때,2.6,997,['2004 ・ 드라마 ・ 한국'],1시간 37분
7009,방탄승,2.5,"9,826",['2003 ・ 액션 ・ 미국 ・ 캐나다'],1시간 44분
7014,짜라파파,0,0,['2000 ・ 한국'],20분
7016,,0,0,[],
7017,하우스 오브 풀스,3.1,6,['2002 ・ 드라마 ・ 프랑스 ・ 러시아'],1시간 44분
7019,,0,0,[],
7022,,0,0,[],
7023,,0,0,[],
7024,로저 닷저,2.9,97,['2002 ・ 미국'],1시간 44분
7025,광대 무대에 오르다,0,0,['2001 ・ 중국'],1시간 30분
7026,해적들의 연인,0,0,['2002 ・ 헝가리'],8분
7032,천상의 릴리아,3.9,708,['2002 ・ 드라마 ・ 스웨덴 ・ 덴마크'],1시간 49분
7034,곰의 키스,3.9,17,['2002 ・ 독일 ・ 이탈리아 ・ 프랑스 ・ 스웨덴 ・ 러시아'],1시간 32분
7038,2001년 9월 11일,3.1,46,['2002 ・ 다큐멘터리 ・ 영국 ・ 미국 ・ 일본 ・ 이집트 ・ 프랑스 ・ 멕시코 ・ 이란'],2시간 13분
7040,시티 라이트,3.9,1만,['1931 ・ 로맨틱코미디 ・ 미국'],1시간 26분
7042,,0,0,[],
7044,1:99 전영행동,3.1,17,['2003 ・ 홍콩'],
7045,1:99 전영행동,3.1,17,['2003 ・ 홍콩'],
7046,보노보노 극장판 : 쿠모모나무의 비밀,3.5,"1,056",['2002 ・ 애니메이션 ・ 일본'],1시간 1분
7048,와일드 카드,3.4,8만,['2003 ・ 범죄 ・ 한국'],
7049,붉은 강,3.8,372,['1948 ・ 서부극 ・ 미국'],2시간 13분
7050,비밀,3.5,5만,['1999 ・ 로맨스 ・ 일본'],
7060,푸른색 비닐,0,0,['2002 ・ 다큐멘터리 ・ 미국'],
7069,,0,0,[],
7073,상암동 월드컵 사람은 철거되지 않는다,3.8,2,['2002 ・ 한국'],49분
7074,,0,0,[],
7075,,0,0,[],
7077,폭스바겐의 제국,3.5,1,['1990 ・ 다큐멘터리'],1시간 33분
7080,,0,0,[],
7087,텐 미니츠 - 트럼펫,3.7,481,['2002 ・ 드라마 ・ 독일 ・ 영국'],1시간 32분
7088,요나 - 베기테일 무비,3.2,13,['2002 ・ 애니메이션 ・ 미국'],
7092,발토 2 : 모험의 세계를 찾아서,3.2,121,['2001 ・ 애니메이션 ・ 미국'],
7096,원 킬,0,0,['2000 ・ 범죄 ・ 미국'],1시간 36분
7103,서커스,3.9,"1,481",['1928 ・ 로맨틱코미디 ・ 미국'],1시간 11분
7105,라임라이트,3.9,"3,020",['1952 ・ 드라마 ・ 미국'],2시간 18분
7110,다큐멘터리 한대수,3.4,23,['2001 ・ 다큐멘터리 ・ 한국'],1시간 20분
7111,브라운 슈가,3.5,300,['2002 ・ 드라마 ・ 미국'],
7114,터크 애버래스팅,3.1,"1,324",['2002 ・ 로맨스 ・ 미국'],1시간 28분
7115,넉어라운드 가이스,2.6,64,['2001 ・ 코미디 ・ 미국'],1시간 32분
7117,나의 그리스식 웨딩,3.2,1만,['2002 ・ 드라마 ・ 미국 ・ 캐나다'],1시간 36분
7123,종이인형 도두 - 달풍선,3.0,2,['2010 ・ 애니메이션 ・ 포르투갈'],5분
7126,환상 특급 - 죽음의 환타지,2.4,7,['2001 ・ 미국'],2시간 00분
7128,워터 드랍스 온 버닝 락,3.1,"2,024",['2000 ・ 드라마 ・ 프랑스'],1시간 30분
7129,,0,0,[],
7133,조지 워싱톤,4.0,25,['2000 ・ 드라마 ・ 미국'],1시간 29분
7136,나의 어린 시절 뽀르또,3.6,75,['2001 ・ 다큐멘터리 ・ 프랑스 ・ 포르투갈'],1시간 1분
7140,은밀한 게이샤의 세계,2.5,19,['1972 ・ 일본'],1시간 12분
7143,빨간 머리 여자,3.1,44,['1979 ・ 코미디 ・ 일본'],1시간 13분
7145,다락방의 산보자,2.9,21,['1976 ・ 드라마 ・ 일본'],1시간 16분
7146,천사의 창자 2 - 붉은 교실,3.3,13,['1979 ・ 드라마 ・ 일본'],1시간 19분
7149,새벽,3.5,168,['1939 ・ 로맨스 ・ 프랑스'],1시간 25분
