제목,개봉일,국가,장르,별점,네티즌수
욜란다와 도둑,1945-11-22,미국,판타지/뮤지컬/로맨스/멜로,5.0,1
아따쿨,,한국,드라마,10.0,2
910712 희정,,한국,드라마,9.7,3
괜찮아,,한국,드라마,10.0,1
꼬집지마,,한국,드라마,0.0,1
아른: 더 킹덤 앳 로즈 엔드,2008-09-19,"덴마크, 스웨덴, 핀란드, 영국, 노르웨이, 독일",액션/로맨스/멜로/전쟁,8.0,2
피노이 선데이,,"대만, 필리핀, 일본, 프랑스",코미디/드라마,6.0,1
마지막 잎새,,미국,드라마,1.0,1
오디션,,한국,드라마,7.0,1
잠복기,,한국,드라마,9.5,2
자가당착 : 시대정신과 현실참여,2015-09-10,한국,코미디,8.5,15
저주의 기간,,한국,드라마,9.0,3
블랙 데스,,"영국, 독일",액션/어드벤처/시대극,6.6,22
뱀파이어,,"미국, 일본, 캐나다",드라마/공포,6.1,16
보민이,,한국,드라마,9.0,1
스페이스침스 : 자톡의 역습 3D,2010-08-19,미국,애니메이션/가족/SF,6.3,7
키스 미 어게인,2015-06-11,"이탈리아, 프랑스",드라마/로맨스/멜로,6.3,3
셀터,2008-03-21,미국,드라마/로맨스/멜로,8.4,13
"파리, 사랑한 날들",2011-04-07,프랑스,로맨스/멜로/드라마,7.0,10
"단지처, 오후의 정사",2010-06-24,일본,성인,5.8,12
Rail,,한국,애니메이션,9.0,1
아내 그리고 밀애,2010-05-07,일본,드라마/성인,9.0,2
더 브라스 퀸텟,,한국,드라마,10.0,4
자네 정말 개를 사랑하는 구먼…,,한국,드라마,9.0,2
분홍돌고래,2010-07-01,한국,드라마,9.2,5
연쇄부인,,한국,드라마,5.5,2
캐빈 인 더 우즈,2020-06-17,미국,공포/스릴러,7.5,1008
더 팩토리,2013-04-11,"미국, 캐나다, 프랑스",범죄/스릴러,4.9,36
룸메이트,,미국,드라마/스릴러,5.6,26
"빅 마마 하우스 : 라이크 파더, 라이크 선",,미국,코미디,6.9,11
나인 마일즈 다운,2012-06-28,"영국, 미국, 헝가리, 오스트레일리아",미스터리/스릴러,6.4,53
탈리-이한탈라 1944,2007-12-07,핀란드,액션/드라마/전쟁,6.2,5
마이클 무어 뒤집어 보기,,캐나다,다큐멘터리,1.0,1
요쿠르트 아줌마,,한국,드라마,10.0,1
다운 투 헬,,일본,공포,7.0,1
스티븐 시걸의 더 키퍼,,미국,액션/범죄/스릴러,5.2,8
열쇠,,한국,드라마,8.5,2
괴물,,한국,드라마/SF,8.5,6
팬텀: 슈퍼히어로의 탄생,2009-12-20,캐나다,판타지,6.2,18
바렌,1963-03-15,"영국, 프랑스, 이탈리아",어드벤처/범죄/드라마,10.0,1
스카이러너스,2009-11-27,미국,SF,2.6,8
카르고,2010-06-06,미국,드라마,0.0,1
불량남녀,2010-11-04,한국,코미디,7.9,518
오프스프링,,미국,공포,5.6,5
제인 에어,2011-04-20,"영국, 미국",로맨스/멜로,7.9,214
필름,,한국,드라마,10.0,2
아이스크림,,한국,액션/드라마,7.0,5
FC 비너스,2005-12-30,핀란드,코미디/로맨스/멜로,8.0,1
브로큰,,영국,공포/스릴러,5.0,2
써니,2011-07-28,한국,드라마,9.0,3922
청춘은 참혹하다,,한국,액션/드라마,10.0,1
할 수 있는 자가 구하라,2010-05-24,한국,코미디,7.2,22
스모킹 에이스 2,2010-01-19,"미국, 캐나다",액션/코미디/범죄,5.3,6
철로,2010-05-29,일본,드라마,8.0,1
스페이스 둠스데이,2015-01-29,미국,판타지/SF,1.8,6
당신과 걸어가며,2010-05-15,일본,코미디/드라마,8.0,1
엘로이즈: 그녀들의 사랑,2014-02-06,스페인,드라마,4.0,1
믹 장-루이,,프랑스,다큐멘터리,10.0,1
Distance,,한국,드라마,4.0,3
점,,일본,드라마,3.0,1
너 나한테 왜 그랬어?,,한국,드라마,4.0,1
치카 부스카 치카,,스페인,드라마,5.0,1
어느 날 갑자기,2007-02-21,프랑스,드라마,6.0,1
포르노그래피,,미국,드라마,4.0,1
데리우스 서부에 가다,,미국,다큐멘터리,10.0,1
아웃스탠딩,,프랑스,애니메이션,0.0,1
빅 게이 뮤지컬,,미국,뮤지컬,6.0,1
음악인,2010-05-15,일본,드라마,8.0,1
브레이크 블레이드 : 변신의 시작,2012-04-19,일본,애니메이션/판타지/액션,7.4,7
전투소녀 : 피의 철가면 전설,2010-05-22,일본,액션/공포,6.1,8
대물 피트,,영국,드라마,6.0,1
마거릿과 함께한 오후,2010-06-02,프랑스,드라마,9.3,3
워터 포 엘리펀트,2011-05-04,미국,드라마,7.6,68
하루와의 여행,2010-05-22,일본,드라마,9.5,2
다크 나이트 라이즈,2020-07-08,"미국, 영국",액션/범죄,8.3,2773
고백,2011-03-31,일본,스릴러/드라마,8.1,499
씨 사이드 모텔,2010-06-05,일본,코미디/드라마,7.4,16
퀵,2011-07-20,한국,액션,7.7,1618
퍼펙트 게임,2011-12-21,한국,드라마,8.8,1189
밤샘,,미국,코미디,3.7,3
방귀트기,,한국,드라마,9.0,1
기억사냥꾼,,한국,드라마,10.0,1
햇살 좋은 날,,한국,드라마,10.0,1
침묵을 깨다,,일본,다큐멘터리,7.6,5
비텔로니,,"이탈리아, 프랑스",코미디/드라마,7.0,2
사기꾼들,,"이탈리아, 프랑스",드라마,9.0,1
프리즌 브레이크: 어나더 프리즌 브레이크,,미국,액션/스릴러,5.8,23
사랑활동의 내구성,2010-11-04,한국,드라마,10.0,2
뫼,,한국,드라마,9.5,2
갈가마귀,,미국,공포,7.0,1
모르그가의 살인사건,,미국,범죄/공포/미스터리,5.0,1
부활,,미국,드라마,7.5,2
조선명탐정 : 각시투구꽃의 비밀,2011-01-27,한국,코미디/범죄,7.9,1593
나넬 모차르트,2011-09-15,프랑스,드라마,7.9,13
내 맘도 몰라주고,,한국,드라마,7.0,3
7인의 무법자,,미국,서부,0.0,1
시대정신: 어덴덤,2008-10-02,미국,다큐멘터리/전쟁,6.8,9
날강도,,한국,드라마,5.0,2
"60년 전, 사선에서",,한국,다큐멘터리/전쟁,5.0,2
어느 날,2010-06-04,대만,로맨스/멜로/드라마,6.0,1
드래곤,,미국,판타지,8.5,2
랭고,2011-03-03,미국,애니메이션/액션/어드벤처,6.2,105
헤드,2011-05-26,한국,액션/코미디,5.4,152
마이 엑스,2009-08-27,태국,공포/로맨스/멜로,9.0,1
권법 : 쿵푸의 신,2013-08-02,홍콩,액션/코미디,0.0,1
교감,2010-06-10,홍콩,로맨스/멜로,6.8,6
외로운 추적,,미국,범죄/미스터리,8.0,1
포겟 미 낫,,프랑스,드라마/로맨스/멜로,10.0,1
지구대표 롤링스타즈,2011-03-24,한국,애니메이션,8.7,18
아름다운 유산,2011-04-14,한국,로맨스/멜로,5.5,10
4.3.2.1,,영국,범죄/스릴러,7.5,2
플라워즈,2011-05-19,일본,드라마,7.1,35
봄아 노피곰 도다샤,,한국,애니메이션,10.0,2
킹스 스피치,2011-03-17,"영국, 오스트레일리아, 미국",드라마,8.2,431
나는 아빠다,2011-04-14,한국,액션/드라마/범죄,5.6,213
라아바난,2010-06-18,인도,어드벤처/드라마,7.6,5
공주와 해적,,미국,어드벤처/코미디/로맨스/멜로,6.0,1
플레이크스,2007-12-19,미국,코미디,8.5,2
일루셔니스트,2011-06-16,"영국, 프랑스",애니메이션/판타지,8.5,59
식스틴,,한국,드라마,5.5,2
몰디브 환상특급,,한국,드라마,8.0,1
오늘 그댈 사랑합니다,,한국,드라마,9.0,1
박물관을 털어라,2014-08-21,미국,코미디/범죄,7.0,4
블랙 라이트닝,,러시아,액션/SF/스릴러,7.2,18
새 일자리,1915-02-01,미국,코미디,4.0,2
유괴,1915-10-04,미국,코미디,2.0,2
여인,1915-07-12,미국,코미디,3.7,3
사랑의 도피,1915-04-01,미국,코미디,3.0,3
스팔타커스,,미국,드라마/액션,10.0,1
투어리스트,,칠레,드라마/로맨스/멜로,8.0,1
이대로 죽을 순 없어,,"아르헨티나, 스페인",공포,5.0,7
우리 형은 수퍼히어로,,덴마크,어드벤처,9.0,1
다이,2012-09-13,"캐나다, 이탈리아",스릴러,8.4,24
유괴,,싱가폴,액션/스릴러,8.5,2
몬스터즈,2014-05-29,영국,SF,3.6,61
스핑크스,,프랑스,범죄/스릴러,10.0,1
완전한 가족,,일본,드라마,5.0,1
레드 화이트 블루,,"미국, 영국",미스터리/스릴러,6.4,13
가야금,,한국,다큐멘터리,4.0,1
블랙 필드,,그리스,드라마/시대극,6.0,1
조지 루카스 : 이 사람을 고발합니다,,"미국, 영국",다큐멘터리/코미디,4.5,2
다운 테라스,,영국,코미디,7.0,1
조우,,한국,드라마,8.0,1
우리 만난 적 있나요,2010-11-25,한국,판타지/로맨스/멜로,7.1,25
욕정이 활활,2015-06-25,한국,드라마,7.3,18
세르비안 필름,,세르비아,성인/공포/스릴러,5.5,84
어 리틀 헬프,,미국,코미디/드라마,1.7,3
더 콜렉터,2005-10-07,폴란드,드라마,8.0,1
로드킬,,독일,액션/공포/스릴러,5.0,2
갱들의 천국 예루살렘,,남아프리카공화국,액션/범죄,9.0,1
디셈버,,아이슬란드,드라마,5.0,1
브라더스 인 암스,1989-03-15,프랑스,범죄/드라마,2.0,1
할,2010-10-14,한국,드라마,8.6,30
좀비의 순정,,벨기에,공포,3.0,1
클럽 레인보우,,한국,드라마,9.5,4
쉐도우,,이탈리아,공포,5.2,4
도그 파운드,,"프랑스, 캐나다, 영국",드라마,7.0,1
더 카멜레온,,"캐나다, 프랑스, 미국",범죄/드라마,7.0,3
프라이멀,,오스트레일리아,공포,3.2,29
껍데기,,한국,드라마,7.6,5
원초적본능 2015,2015-05-22,미국,로맨스/멜로,6.4,19
화이트: 저주의 멜로디,2011-06-09,한국,공포/미스터리,7.0,356
할란 카운티 USA,,미국,다큐멘터리,6.0,1
하숙인,,미국,범죄/미스터리/스릴러,7.1,10
라인워치,,미국,범죄/스릴러/드라마,6.0,1
세븐데이즈,2013-01-31,캐나다,스릴러,6.4,34
순간 깜빡임,2010-06-19,일본,로맨스/멜로/드라마,3.4,7
방라잔 2 : 결전의 날,2016-09-08,태국,전쟁/액션,5.5,2
클래쉬,2011-08-11,베트남,액션,3.6,5
태양의 서커스 : 바레카이,,캐나다,다큐멘터리/가족/판타지,8.4,10
희망의 별 : 이퀘지레템바,2010-10-07,한국,다큐멘터리,9.8,17
호랑이 꼬리를 밟은 사나이들,1952-04-24,일본,시대극/드라마,7.2,4
어느 멋진 일요일,,일본,드라마/로맨스/멜로,7.4,7
밑바닥,,일본,드라마,7.8,4
속 스가타 산시로,1945-05-03,일본,시대극/드라마/액션,6.0,2
생존의 기록,1955-11-22,일본,드라마,8.0,3
쇼 관람,,미국,코미디,6.0,2
카르멘,1916-04-00,미국,코미디,3.0,3
챔피온,,미국,코미디,3.0,3
인 더 파크,,미국,코미디,3.0,3
이지 A,,미국,코미디/로맨스/멜로,7.7,108
리미트리스,2012-07-12,미국,액션/스릴러,8.0,434
기차의 도착,,러시아,다큐멘터리,10.0,2
엑시덴탈 러브,2015-05-07,"미국, 영국",코미디/로맨스/멜로,7.0,33
헤이와이어,2012-07-05,미국,액션/스릴러,5.2,152
황당한 외계인: 폴,2011-04-07,"프랑스, 영국",SF/코미디,7.9,144
미션! 수영의 여왕,,홍콩,코미디,7.0,1
스톰 워닝,1951-02-10,미국,드라마,0.0,1
히어로,2010-11-18,한국,판타지,5.5,23
레드 제플린 : 더 송 리메인스 더 세임,,"영국, 미국",다큐멘터리,8.2,4
백조의 호수,,소련,뮤지컬,10.0,2
에이전트 맨드릴,2011-12-29,칠레,액션,4.0,6
우리 청춘 후회 없다,1946-10-29,일본,드라마,9.0,2
사개구비특,2010-04-09,중국,로맨스/멜로/코미디,6.0,1
도데스카덴,1970-10-31,일본,드라마,7.5,2
가장 아름답게,1944-04-13,일본,드라마,7.0,1
세계를 그의 품안에,,미국,액션/어드벤처,2.5,2
들불,,일본,드라마/전쟁,8.0,1
랑주씨의 범죄,,프랑스,코미디/범죄/드라마,5.0,2
잔인한 힘,,미국,범죄/드라마/스릴러,5.8,4
더티 다이어리즈,,스웨덴,성인,0.0,1
온 투어,2012-04-05,프랑스,코미디/드라마,8.0,2
전사의 주먹,,미국,액션/범죄/스릴러,1.0,1
페이션트 X,,필리핀,공포/스릴러,2.3,3
스톰 워닝,,오스트레일리아,공포,6.0,3
투 아이즈,2010-08-05,"네덜란드, 벨기에",공포,6.5,24
아오이 소라의 맛있는 사랑,2010-08-19,일본,성인/드라마,8.5,2
빨강,,한국,드라마,6.2,4
어느날 트렁크를 열어보니...,,한국,드라마,10.0,2
은행,1915-08-09,미국,코미디,3.0,3
브레이크 블레이드 2 : 전쟁의 서막,2013-05-30,일본,애니메이션/판타지/액션,7.6,7
소프트 보이즈,2012-07-12,일본,드라마,7.7,6
악마의 키스,,영국,드라마,6.7,3
더 캐년,2009-10-23,미국,스릴러,6.7,22
당신이 보지 못하는 것,,"독일, 오스트리아",스릴러,8.0,1
혹성 대괴수 네가돈,2005-11-05,일본,SF/어드벤처,2.5,2
불청객,2010-09-30,한국,SF,7.4,54
타이머,2011-03-10,미국,코미디/로맨스/멜로,6.4,34
플란젯,2010-05-22,일본,애니메이션/SF/액션,4.5,19
기동전사 건담 UC,,일본,애니메이션/SF/전쟁,8.5,17
리버월드,,캐나다,어드벤처/판타지/SF,8.0,1
실전호신술,,한국,드라마,8.0,1
크리스마스 레인,,대만,드라마,10.0,1
척추측만,,한국,로맨스/멜로,8.0,1
태양의 묘지,1960-08-09,일본,드라마,8.0,2
열락,1965-08-29,일본,드라마,5.5,2
동반자살 일본의 여름,1967-09-02,일본,드라마,10.0,1
소년,1969-07-26,일본,드라마,5.2,4
스톤,2011-10-06,미국,스릴러,5.8,115
근재지척,2010-08-13,"대만, 중국",드라마/로맨스/멜로,8.5,2
불한당들,,한국,드라마,10.0,1
귀 없는 토끼 2,2009-12-03,독일,코미디/로맨스/멜로,7.0,3
혹성탈출: 진화의 시작,2011-08-17,미국,SF/액션/드라마,8.5,1035
스트레스를 부르는 그 이름 직장상사,2011-11-17,미국,코미디,7.5,126
해양천국,2010-06-18,중국,드라마,8.7,22
미스터 나이스,2012-02-09,영국,코미디/드라마,5.9,12
소원을 말해봐,,한국,성인/스릴러,6.7,55
마리아가 사는 방법,,"영국, 스페인",다큐멘터리,9.0,1
형제,,베네수엘라,드라마/가족,8.5,6
이프!,2013-05-02,"네덜란드, 벨기에",판타지/가족,7.6,9
열여섯 살의 첫키스,,미국,코미디,7.0,1
레전드,,"
                                        29분
                                    ",독일,8.0,1
코파카바나,2011-05-26,프랑스,드라마,8.3,30
만화잡지따윈 필요없어,1986-02-01,일본,스릴러/드라마,7.0,1
화끈한 동영상,,한국,드라마,10.0,1
밀렝게 밀렝게,2010-07-09,인도,로맨스/멜로,1.0,1
필사의검 토리사시,2016-03-10,일본,시대극/액션,7.7,24
봉배도저,2013-12-18,중국,액션/로맨스/멜로,4.5,38
모르몬 발의안 8,,미국,다큐멘터리,9.0,1
포에버 스트롱,2013-03-06,미국,드라마,8.5,4
"딸꾹, 질",,한국,다큐멘터리,10.0,1
동정은 사절,,미국,다큐멘터리,10.0,1
제프 벡 로니스콧 라이브 씨네 사운드 버전,2010-07-22,영국,다큐멘터리,10.0,5
소년병,,한국,판타지,9.0,1
고백의 조건,,한국,드라마,10.0,1
Poop,,한국,애니메이션,10.0,2
낙원으로 오세요,,한국,드라마,10.0,1
폐가,2010-08-19,한국,공포,6.9,431
프린스,2010-04-09,인도,액션/스릴러,8.5,2
로맨틱 헤븐,2011-03-24,한국,드라마,6.4,150
적인걸: 측천무후의 비밀,2010-10-06,"중국, 홍콩",미스터리,7.3,366
원티드,2009-09-18,인도,액션/코미디/범죄,9.8,4
고향,,스페인,애니메이션,10.0,1
크리스티나 리치의 불행한 시절,,"독일, 미국, 캐나다",드라마/로맨스/멜로,7.0,5
안드로이드 : 지구 최후의 전쟁,,"미국, 캐나다",SF/스릴러,5.2,5
한밤의 손님,,벨로루시,애니메이션,7.0,1
로그 잼,,헝가리,애니메이션,9.9,9
마법천자문 : 대마왕의 부활을 막아라,2010-08-19,한국,애니메이션,7.5,33
단테스 피크 2,,"뉴질랜드, 미국",액션/어드벤처,3.0,4
카드 플레이어,,이탈리아,범죄/공포/미스터리/스릴러,8.5,4
알라메인 전투,,이탈리아,전쟁/드라마,6.8,5
용의자,,홍콩,액션/스릴러,5.7,7
뱀파이어 석,,미국,코미디,7.3,24
심장이 뛴다,2011-01-05,한국,드라마,7.0,633
언디스퓨티드 3: 리뎀션,,미국,액션,8.5,42
철의 여인,2012-02-23,"영국, 프랑스",드라마,7.0,140
언싱커블,2014-04-23,미국,스릴러,8.4,124
단테스 인페르노: 언 애니메이티드 에픽,2010-02-09,"미국, 일본, 싱가폴, 한국",애니메이션/액션/판타지,5.9,9
존 휴스톤의 전사의 용기,,미국,전쟁/드라마,7.0,2
"타잔, 필사의 탈출",,미국,액션/어드벤처,9.0,1
키스 미 케이트,,미국,코미디/뮤지컬/로맨스/멜로,6.0,1
호랑이라 불리우는 사나이,,한국,액션,7.5,4
남쪽으로 튀어,,일본,코미디/드라마,5.0,14
애디언텀 블루,,일본,드라마/로맨스/멜로,9.0,3
개의 심장,,소련,코미디/SF/드라마,6.0,2
그들은 조국을 위해 싸웠다,,소련,드라마/전쟁,5.0,3
저스트 비트윈 어스,2011-12-01,"크로아티아, 세르비아, 슬로베니아",코미디/드라마,6.3,3
머신건 프리처,2013-01-10,미국,액션/드라마,7.3,159
하루의 끝,,프랑스,드라마,9.0,1
스탠리 피클의 이상한 가족,,영국,드라마/애니메이션,10.0,1
인터니신 프로젝트,1975-05-06,"영국, 서독",스릴러,7.5,2
플랫랜드: 더 무비,,미국,애니메이션,10.0,6
어브덕션,2011-09-29,미국,액션,6.2,166
극장판 포켓몬스터DP : 환영의 패왕 조로아크,2010-12-23,일본,애니메이션/어드벤처/판타지,8.9,78
잃어버린 전설,,"이탈리아, 미국",어드벤처/드라마,7.5,2
아트 오브 액션,,미국,다큐멘터리,8.0,3
애인 차는 법,,미국,코미디/로맨스/멜로,7.0,2
고문,,"미국, 캐나다",범죄/스릴러,5.0,2
열정의 무대 2,,"미국, 캐나다",드라마,8.0,2
5계명,,미국,액션/코미디/범죄,6.0,2
옥희의 영화,2010-09-16,한국,드라마,7.9,113
인 타임,2011-10-27,미국,SF/액션/스릴러,7.2,597
링컨 차를 타는 변호사,2011-06-16,미국,범죄/스릴러,8.0,290
마리와 레티,,한국,드라마,9.0,1
아메리칸 랩소디,,"미국, 헝가리",드라마,9.8,5
당백호점추향 2 - 사대제자,,중국,코미디/시대극,5.7,3
울지마 톤즈,2010-09-09,한국,다큐멘터리,9.7,1081
"엘렉트로 게토, 부시도 이야기",2010-02-04,독일,드라마,4.0,1
앙드레 마티유,2011-01-13,캐나다,드라마,7.3,27
포크의 여왕 존 바에즈,2015-09-15,미국,다큐멘터리,9.3,3
데스 이미지,,"이탈리아, 스페인, 아일랜드",공포/미스터리/스릴러,2.0,2
ZMD: 좀비 오브 매스 디스트럭션,,미국,코미디/공포,2.0,3
비키 더 바이킹,,독일,어드벤처/액션/가족,8.0,1
씽 잇!,,대만,다큐멘터리,10.0,1
레코드,,캐나다,드라마/뮤지컬,10.0,1
비트,1988-06-03,미국,드라마,6.0,1
노래하는 요정,,중국,코미디/드라마,7.0,1
나는 나비,2010-12-02,한국,다큐멘터리,8.9,30
나비맛 비스킷,,한국,다큐멘터리,7.0,3
터널,,"
                                        9분
                                    ",알바니아,8.5,2
애프터 임팩트,,미국,다큐멘터리/액션/어드벤처,8.0,1
더 록 : 죽음의 섬,,미국,코미디/공포/스릴러,5.2,4
